"date","close","volume","open","high","low"
"2016/06/16","217.9300","2438692.0000","217.4200","218.0400","213.5000"
"2016/06/15","217.7000","2905002.0000","216.9500","221.9000","215.1300"
"2016/06/14","214.9600","3575822.0000","218.8800","222.2000","212.5300"
"2016/06/13","217.8700","4187833.0000","219.5000","225.7700","217.6600"
"2016/06/10","218.7900","5994548.0000","227.3900","227.9700","218.4217"
"2016/06/09","229.3600","4454222.0000","234.9800","235.3300","227.0600"
"2016/06/08","235.5200","5965110.0000","233.8000","240.8450","232.6050"
"2016/06/07","232.3400","6194154.0000","222.2400","234.4400","221.5200"
"2016/06/06","220.6800","2242634.0000","218.0000","220.9000","215.4500"
"2016/06/03","218.9900","2226110.0000","220.0000","221.9400","218.0100"
"2016/06/02","218.9600","2017279.0000","219.5900","219.9090","217.1100"
"2016/06/01","219.5600","2982270.0000","221.4800","222.4000","216.8900"
"2016/05/31","223.2300","2786682.0000","223.0400","224.7497","221.5001"
"2016/05/27","223.0400","3645792.0000","224.9900","225.9300","220.7500"
"2016/05/26","225.1200","4066512.0000","220.5000","225.2600","219.0500"
"2016/05/25","219.5800","3131279.0000","217.9100","221.3600","216.5100"
"2016/05/24","217.9100","3009327.0000","216.6000","218.7400","215.1800"
"2016/05/23","216.2200","5096751.0000","219.8700","222.6000","215.8600"
"2016/05/20","220.2800","8996546.0000","216.9900","220.5500","216.3500"
"2016/05/19","215.2100","6817922.0000","213.6200","216.7900","207.3000"
"2016/05/18","211.1700","5552692.0000","209.1500","215.3100","207.7500"
"2016/05/17","204.6600","2842028.0000","209.0500","209.8199","204.0200"
"2016/05/16","208.2900","2945754.0000","208.1500","213.1500","207.9200"
"2016/05/13","207.6100","2820616.0000","207.7800","211.2000","206.7000"
"2016/05/12","207.2800","3650075.0000","211.4400","211.6700","203.6572"
"2016/05/11","208.9600","5159640.0000","207.5900","215.4800","206.0500"
"2016/05/10","208.6900","4068053.0000","207.5500","209.4700","205.0000"
"2016/05/09","208.9200","4772992.0000","215.7200","216.1500","206.8000"
"2016/05/06","214.9300","5683675.0000","210.8700","216.3700","208.1100"
"2016/05/05","211.5300","11248340.0000","228.4600","228.6400","209.7900"
"2016/05/04","222.5600","8550004.0000","230.2900","234.4600","220.4000"
"2016/05/03","232.3200","4296325.0000","237.3600","238.9100","231.6200"
"2016/05/02","241.8000","3838958.0000","241.5000","243.1900","234.8200"
"2016/04/29","240.7600","5405164.0000","248.1400","248.4300","237.8100"
"2016/04/28","247.7100","2515595.0000","249.8500","253.4300","247.4400"
"2016/04/27","251.4700","3198105.0000","252.7500","255.0000","249.4000"
"2016/04/26","253.7400","3217779.0000","252.0500","255.7300","249.3900"
"2016/04/25","251.8200","3665088.0000","253.0100","257.3800","250.7600"
"2016/04/22","253.7500","3783126.0000","248.8900","254.0000","245.7100"
"2016/04/21","248.2900","2777079.0000","248.9900","250.9000","246.9100"
"2016/04/20","249.9700","5192343.0000","246.2600","253.6600","241.5000"
"2016/04/19","247.3700","6351360.0000","253.1200","254.3699","241.2510"
"2016/04/18","253.8800","4263246.0000","252.2300","258.3100","251.6600"
"2016/04/15","254.5100","3748593.0000","251.3100","254.6000","249.1200"
"2016/04/14","251.8600","4129258.0000","253.0000","256.8390","251.0501"
"2016/04/13","254.5300","4921554.0000","248.5100","255.5000","247.3300"
"2016/04/12","247.8200","5755351.0000","249.5000","251.8000","243.6300"
"2016/04/11","249.9200","9156404.0000","251.0000","258.9900","245.3000"
"2016/04/08","250.0700","7352707.0000","260.5000","260.8200","248.0201"
"2016/04/07","257.2000","8845567.0000","266.4500","269.3400","254.5100"
"2016/04/06","265.4200","11695760.0000","253.9700","267.7400","253.4500"
"2016/04/05","255.4700","9931470.0000","240.5000","256.5600","240.0000"
"2016/04/04","246.9900","13381160.0000","249.1200","252.1200","243.6400"
"2016/04/01","237.5900","15979910.0000","244.8250","247.9000","233.2500"
"2016/03/31","229.7700","7975638.0000","229.3400","237.4200","225.0100"
"2016/03/30","226.8900","4025670.0000","235.0900","235.5000","226.5000"
"2016/03/29","230.1300","4006037.0000","229.8900","232.3800","225.3300"
"2016/03/28","230.2600","3878599.0000","231.6100","234.8100","225.0000"
"2016/03/24","227.7500","4956604.0000","215.7800","228.8877","215.0000"
"2016/03/23","222.5800","4936203.0000","232.3700","234.7300","222.0300"
"2016/03/22","234.2400","4303052.0000","237.2100","238.9900","232.5580"
"2016/03/21","238.3200","5289014.0000","235.3400","239.8800","235.0000"
"2016/03/18","232.7400","4704761.0000","229.1000","234.4800","228.0600"
"2016/03/17","226.3800","3769083.0000","221.4700","228.5000","220.0000"
"2016/03/16","221.9300","3511873.0000","218.0000","222.5800","217.0200"
"2016/03/15","218.3400","3133230.0000","214.2700","218.9700","211.5000"
"2016/03/14","215.1500","4062304.0000","212.6500","216.7200","210.6400"
"2016/03/11","207.5000","3339148.0000","207.9300","209.4200","205.3300"
"2016/03/10","205.1800","5191602.0000","210.0000","213.2900","200.6710"
"2016/03/09","208.7200","3207597.0000","204.5200","209.3726","202.7900"
"2016/03/08","202.6000","4175498.0000","203.5000","207.5000","202.2000"
"2016/03/07","205.2900","5331097.0000","197.6800","209.7000","197.4000"
"2016/03/04","201.0400","6479858.0000","198.0000","204.0300","197.5001"
"2016/03/03","195.7400","4822993.0000","188.2800","197.4200","184.2200"
"2016/03/02","188.3400","4858631.0000","183.7300","188.5200","181.5000"
"2016/03/01","186.3500","6695704.0000","194.2500","195.9484","182.7000"
"2016/02/29","191.9300","4495402.0000","192.4000","196.3500","189.2220"
"2016/02/26","190.3400","6054061.0000","188.7000","192.0000","185.0000"
"2016/02/25","187.4300","5727008.0000","178.6500","188.5192","175.2000"
"2016/02/24","179.0000","5385369.0000","172.7500","179.5000","167.8400"
"2016/02/23","177.2100","5982993.0000","176.1600","181.7300","173.6800"
"2016/02/22","177.7400","5055340.0000","170.1200","178.9100","169.8500"
"2016/02/19","166.5800","2955832.0000","163.6600","167.4900","162.5000"
"2016/02/18","166.7700","3883107.0000","172.4200","172.9500","164.7700"
"2016/02/17","168.6800","5820264.0000","159.0000","169.3400","156.6800"
"2016/02/16","155.1700","5561638.0000","158.7000","162.9500","154.1100"
"2016/02/12","151.0400","7233264.0000","155.0000","157.0100","143.7000"
"2016/02/11","150.4700","14236900.0000","152.0000","163.2600","147.0000"
"2016/02/10","143.6700","10104690.0000","150.5000","154.9700","141.7400"
"2016/02/09","148.2500","8639661.0000","142.3200","159.7900","141.0500"
"2016/02/08","147.9900","9306754.0000","157.1050","157.1500","146.0000"
"2016/02/05","162.6000","9434495.0000","171.3000","173.0000","157.7442"
"2016/02/04","175.3300","4379442.0000","170.7000","175.9800","166.9900"
"2016/02/03","173.4800","7927640.0000","183.5900","183.9400","170.1800"
"2016/02/02","182.7800","5764817.0000","192.4200","193.1200","180.2300"
"2016/02/01","196.9400","5295685.0000","188.7600","199.5200","182.7500"
"2016/01/29","191.2000","2848929.0000","189.9500","193.7400","188.0800"
"2016/01/28","189.7000","4586328.0000","190.7900","191.2800","182.4100"
"2016/01/27","188.0700","3577353.0000","192.3800","193.2600","185.7700"
"2016/01/26","193.5600","4956918.0000","196.7000","197.8200","188.8800"
"2016/01/25","196.3800","2695408.0000","200.0600","203.5700","195.8800"
"2016/01/22","202.5500","3122066.0000","204.8010","205.5000","199.0300"
"2016/01/21","199.9700","3164424.0000","201.5500","203.2300","195.0200"
"2016/01/20","198.7000","5826110.0000","199.4000","201.2800","191.2500"
"2016/01/19","204.7200","4031271.0000","208.7100","210.4700","200.7800"
"2016/01/15","204.9900","5325773.0000","198.9700","205.0700","197.2500"
"2016/01/14","206.1800","6490579.0000","202.2100","210.0000","193.3800"
"2016/01/13","200.3100","4120993.0000","212.0100","212.6500","200.0000"
"2016/01/12","209.9700","3079051.0000","211.6000","213.7395","205.3100"
"2016/01/11","207.8500","4090843.0000","214.0100","214.4500","203.0000"
"2016/01/08","211.0000","3572360.0000","217.8600","220.4400","210.7700"
"2016/01/07","215.6500","3550704.0000","214.1900","218.4400","213.6700"
"2016/01/06","219.0400","3774353.0000","220.0000","220.0500","215.9800"
"2016/01/05","223.4300","3185525.0000","226.3600","226.8900","220.0000"
"2016/01/04","223.4100","6823510.0000","230.7200","231.3800","219.0000"
